Respondent,WorkWeekHrs,Age,Gender
12163,40.0,26.0,Woman
12164,50.0,41.0,Man
12165,40.0,47.0,Man
12166,50.0,34.0,Man
12167,45.0,30.0,Man
12168,,30.0,Woman
12169,40.0,24.0,Man
12170,35.0,31.0,Man
12171,40.0,50.0,Man
12172,60.0,,Man
12173,16.0,21.0,Man
12174,40.0,33.0,Man
12175,,,Man
12176,35.0,30.0,Man
12177,20.0,41.0,Man
12178,40.0,32.0,Man
12179,40.0,,
12180,20.0,20.0,Man
12181,40.0,29.0,Man
12182,,21.0,Man
12183,45.0,32.0,Man
12184,,,Man
12185,40.0,23.0,Man
12186,40.0,29.0,Man
12187,30.0,38.0,Man
12188,45.0,33.0,Man
12189,,56.0,Man
12190,40.0,24.0,Man
12191,40.0,27.0,Man
12192,40.0,52.0,Man
12193,40.0,26.0,Man
12194,,70.0,Man
12195,40.0,24.0,Man
12196,35.0,26.0,Man
12197,40.0,37.0,Man
12198,,,Woman
12199,,,Man
12200,40.0,25.0,Man
12201,40.0,49.0,Man
12202,37.0,52.0,Man
12203,,21.0,Man
12204,39.0,39.0,Man
12205,30.0,,Man
12206,30.0,21.0,Man
12207,,20.0,Man
12208,40.0,26.0,Man
12210,45.0,,"Non-binary, genderqueer, or gender non-conforming"
12211,,17.0,
12212,40.0,23.0,Man
12213,40.0,29.0,Man
12214,,48.0,Man
12215,,,
12216,37.0,31.0,Man
12217,40.0,24.0,Woman
12218,1.0,1.0,
12219,,18.0,Man
12220,,19.0,Man
12221,,24.0,Woman
12222,,,Man
12223,10.0,31.0,Man
12224,30.0,25.0,Woman
12225,40.0,,Man
12226,40.0,28.0,Man
12227,55.0,27.0,Man
12228,20.0,35.0,Man
12229,,21.0,Man
12230,35.0,33.0,Man
12231,45.0,37.0,Man
12232,40.0,25.0,Man
12233,40.0,32.0,Man
12234,40.0,20.0,Man
12235,40.0,28.0,Man
12236,40.0,34.0,Man
12237,41.0,30.0,Man
12238,,28.0,Man
12239,37.5,27.0,Man
12240,40.0,29.0,Man
12241,40.0,40.0,Man
12242,40.0,37.0,Man
12243,45.0,34.0,Man
12244,40.0,35.0,Man
12245,,,Man
12246,40.0,24.0,Man
12247,40.0,38.0,Man
12248,10.0,25.0,Man
12249,,34.0,Man
12250,40.0,26.0,Man
12251,,22.0,Man
12252,40.0,32.0,Man
12253,40.0,20.0,"Non-binary, genderqueer, or gender non-conforming"
12254,,,Woman
12255,40.0,33.0,Man
12256,20.0,38.0,Man
12257,,15.0,Man
12258,120.0,31.0,Woman
12259,375.0,27.0,Man
12260,44.0,29.0,Man
12261,48.0,30.0,Man
12262,40.0,25.0,Man
12263,40.0,32.0,Man
12264,40.0,40.0,Man
12265,40.0,31.0,Man
12266,40.0,25.0,Man
12267,,20.0,Man
12268,40.0,48.0,Man
12269,24.0,18.0,Man
12270,45.0,40.0,Man
12271,,34.0,Woman
12272,38.0,30.0,Man
12273,40.0,25.0,Man
12274,40.0,40.0,Man
12275,,23.0,Man
12276,40.0,27.0,Man
12277,40.0,40.0,Man
12278,50.0,34.0,Man
12279,42.0,24.0,Man
12280,,26.0,Man
12281,56.0,26.0,Man
12282,30.0,35.0,Man
12283,,27.0,Man
12284,40.0,28.0,Man
12285,42.0,42.0,Man
12286,,25.0,Man
12287,40.0,29.0,Woman
12288,40.0,32.0,Man
12289,40.0,,Man
12290,52.0,31.0,Man
12291,40.0,36.0,Man
12292,45.0,23.0,Man
12293,50.0,23.0,Man
12294,39.0,32.0,Man
12295,40.0,28.0,Man
12296,56.0,,Man
12297,35.0,45.0,Man
12298,40.0,39.0,
12299,35.0,43.0,Man
12300,,28.0,Man
12301,,28.0,Man
12302,42.0,32.0,Man
12303,40.0,24.0,Man
12304,40.0,28.0,Man
12305,,44.0,Man
12306,50.0,31.0,Man
12307,,22.0,Woman
12308,35.0,33.0,Man
12309,50.0,25.0,Man
12310,,,Man
12311,40.0,28.0,Man
12312,,18.0,Man
12313,,25.0,Man
12314,42.0,38.0,Man
12315,,,Man
12316,40.0,33.0,Man
12317,45.0,30.0,Man
12318,,35.0,Man
12319,40.0,25.0,Man
12320,65.0,30.0,Man
12321,20.0,26.0,Man
12322,40.0,23.0,Man
12323,40.0,27.0,Man
12324,25.0,21.0,Man
12325,45.0,41.0,Man
12326,,21.0,Man
12327,20.0,31.0,Man
12328,55.0,26.0,Man
12329,,,
12330,40.0,41.0,Man
12331,32.0,22.0,Man
12332,30.0,33.0,Man
12334,,15.0,Man
12335,45.0,29.0,Man
12336,50.0,42.0,Man
12337,39.0,25.0,Man
12338,,39.0,Man
12339,70.0,34.0,Man
12340,40.0,32.0,Man
12341,30.0,60.0,Man
12342,40.0,51.0,Man
12343,40.0,24.0,Man
12344,42.0,27.0,Man
12345,40.0,33.0,Man
12346,40.0,40.0,Man
12347,40.0,40.0,Man
12348,40.0,24.0,Man
12349,37.5,27.0,Man
12350,40.0,45.0,Man
12351,,33.0,Man
12352,40.0,23.0,Man
12353,,22.0,Man
12354,40.0,32.0,Woman
12355,40.0,27.0,Man
12356,,26.0,Woman
12357,40.0,22.0,Man
12358,,15.0,Man
12359,32.0,21.0,"Man;Non-binary, genderqueer, or gender non-conforming"
12360,40.0,26.0,Man
12361,40.0,23.0,Man
12362,40.0,29.0,Man
12363,,69.0,
12364,30.0,35.0,Man
12365,35.0,28.0,Woman
12366,35.0,19.0,Man
12367,45.0,28.0,Man
12368,40.0,34.0,Man
12369,40.0,33.0,Man
12370,40.0,34.0,Man
12371,45.0,26.0,Man
12372,40.0,28.0,Man
12373,150.0,29.0,Man
12374,40.0,31.0,Man
12375,40.0,38.0,Man
12376,,,Woman
12377,40.0,27.0,Man
12378,50.0,33.0,Man
12379,,,Man
12380,40.0,27.0,Man
12381,,45.0,Man
12382,,31.0,Man
12383,35.0,48.0,Man
12384,40.0,35.0,Man
12385,45.0,30.0,Man
12386,39.0,25.0,Man
12387,42.0,28.0,Man
12388,45.0,26.0,Man
12389,,28.0,Man
12390,50.0,20.0,Man
12391,,23.0,Man
12392,42.0,28.0,Man
12393,40.0,35.0,Man
12394,40.0,30.0,Man
12395,,15.0,Man
12396,8.0,25.0,Man
12397,,,
12398,,21.0,Man
12399,40.0,54.0,Man
12400,160.0,24.0,Man
12401,40.0,31.0,Woman
12402,40.0,24.0,Man
12403,40.0,39.0,Man
12404,35.0,,Man
12405,40.0,28.0,Man
12406,40.0,23.0,Man
12407,40.0,55.0,Man
12408,40.0,22.0,Man
12409,24.0,45.0,Man
12410,44.0,29.0,Man
12411,32.5,22.0,Man
12412,70.0,28.0,Man
12413,36.0,25.0,Man
12414,40.0,26.0,Man
12415,,16.0,Man
12416,48.0,24.0,Woman
12417,40.0,25.0,Man
12418,,18.0,Man
12419,,14.0,Man
12420,40.0,27.0,Man
12421,,18.0,
12422,40.0,44.0,Man
12423,,26.0,Man
12424,40.0,36.0,Man
12425,,22.0,Man
12426,35.0,42.0,Man
12427,40.0,32.0,Man
12428,,,Man
12429,50.0,46.0,Man
12430,39.0,,Man
12431,37.0,25.0,Man
12432,50.0,34.0,Man
12433,,,Man
12434,42.0,29.0,Woman
12435,40.0,28.0,Man
12436,35.0,36.0,Man
12437,40.0,22.0,Man
12438,42.0,29.0,Man
12439,35.0,28.0,Man
12440,,21.0,Man
12441,40.0,23.0,Man
12442,,29.0,Man
12443,40.0,27.0,Man
12444,45.0,28.0,Man
12445,,48.0,Man
12446,35.0,32.0,Man
12447,42.0,29.0,Man
12448,40.0,22.0,Man
12449,37.0,50.0,Man
12450,,23.0,Man
12451,,21.0,Woman
12452,40.0,27.0,Man
12453,60.0,35.0,Man
12454,40.0,33.0,Man
12455,,60.0,Man
12456,40.0,24.0,Man
12457,52.0,38.0,Man
12458,40.0,29.0,Man
12459,60.0,31.0,Man
12460,35.0,22.0,Man
12461,40.0,35.0,Man
12462,45.0,29.0,Woman
12463,40.0,30.0,Man
12464,40.0,34.0,Man
12465,45.0,51.0,Man
12466,40.0,26.0,Man
12467,30.0,53.0,Woman
12468,40.0,42.0,Man
12469,50.0,32.0,Man
12470,55.0,38.0,Man
12471,45.0,29.0,Man
12472,9.5,30.0,Man
12473,36.0,43.0,Man
12474,,,Man
12475,35.0,29.0,Man
12476,40.0,29.0,Man
12477,,33.0,Man
12478,,19.0,Man
12479,40.0,28.0,"Woman;Non-binary, genderqueer, or gender non-conforming"
12480,32.0,30.0,Man
12481,45.0,25.0,Man
12482,,16.0,Man
12483,40.0,26.0,Man
12484,,22.0,Man
12485,30.0,26.0,Man
12486,100.0,19.0,Man
12487,32.0,32.0,Man
12488,32.0,34.0,Man
12489,35.0,24.0,Man
12490,,,Woman
12491,,28.0,Man
12492,35.0,30.0,Man
12493,44.0,28.0,Woman
12494,21.0,25.0,Man
12495,37.5,36.0,Man
12496,,,Man
12497,45.0,27.0,Man
12498,,23.0,Man
12499,,26.0,Man
12500,48.0,,Man
12501,,33.0,Man
12502,,24.0,Man
12503,43.0,29.0,Man
12504,40.0,34.0,Man
12505,40.0,,Man
12506,,21.0,Man
12507,40.0,31.0,Man
12508,35.0,30.0,Man
12509,40.0,31.0,Man
12510,50.0,51.0,Man
12511,40.0,46.0,Man
12512,40.0,29.0,Man
12513,44.0,26.0,Man
12514,40.0,30.0,Man
12515,40.0,60.0,Man
12516,45.0,31.0,Man
12517,35.0,42.0,Woman
12518,,25.0,Man
12519,,56.0,Woman
12520,40.0,34.0,Man
12521,40.0,,Man
12522,40.0,31.0,Man
12523,35.0,28.0,Man
12524,,21.0,Man
12525,50.0,26.0,Man
12526,35.0,39.0,Woman
12527,,,Man
12528,50.0,23.0,Man
12529,42.0,21.0,Man
12530,,19.0,Man
12531,,29.0,Man
12532,,34.0,Man
12533,,22.0,Man
12534,40.0,35.0,Man
12535,40.0,36.0,Man
12536,50.0,35.0,Man
12537,35.0,26.0,"Non-binary, genderqueer, or gender non-conforming"
12538,40.0,45.0,Man
12539,,,Man
12540,30.0,24.0,Man
12541,45.0,38.0,Man
12542,50.0,25.0,Man
12543,25.0,37.0,Man
12544,40.0,50.0,Man
12545,40.0,23.0,Man
12546,,19.0,Man
12547,,13.0,Man
12548,,29.0,Man
12549,375.0,47.0,Man
12550,40.0,39.0,Man
12551,45.0,27.0,Man
12552,40.0,,
12553,55.0,30.0,Man
12554,40.0,28.0,Man
12555,,19.0,Man
12556,48.0,22.0,Man
12557,,20.0,Man
12558,30.0,41.0,Man
12559,56.0,22.0,Man
12560,30.0,39.0,Man
12561,37.5,28.0,Man
12562,40.0,24.0,Man
12563,,21.0,Woman
12564,,18.0,Man
12565,40.0,57.0,Man
12566,,31.0,Man
12567,,63.0,Man
12568,,,
12569,40.0,28.0,Man
12570,35.0,38.0,Man
12571,42.0,26.0,Man
12572,40.0,,
12573,,18.0,Man
12574,40.0,28.0,Man
12575,47.0,28.0,
12576,,20.0,Man
12577,40.0,23.0,Man
12578,40.0,26.0,Man
12579,40.0,52.0,Man
12580,50.0,26.0,Man
12581,40.0,22.0,Man
12582,,24.0,Man
12583,40.0,41.0,Man
12584,40.0,29.0,Man
12585,9.0,23.0,Man
12586,45.0,,Man
12587,,48.0,Man
12588,40.0,27.0,Man
12589,40.0,29.0,Man
12590,40.0,30.0,Man
12591,40.0,,Man
12592,,,"Woman;Non-binary, genderqueer, or gender non-conforming"
12593,16.0,24.0,Man
12594,,22.0,Man
12595,45.0,24.0,Man
12596,40.0,21.0,Man
12597,,,
12598,,26.0,Man
12599,,23.0,Man
12600,50.0,36.0,Man
12601,22.0,27.0,Man
12602,40.0,,Woman
12603,,,Woman
12604,40.0,24.0,Man
12605,40.0,29.0,Man
12606,40.0,35.0,Man
12607,40.0,25.0,Man
12608,37.0,35.0,Man
12609,40.0,32.0,Man
12610,30.0,41.0,Man
12611,,,Man
12612,,,Man
12613,,60.0,Man
12614,35.0,26.0,Woman
12615,40.0,25.0,Man
12616,44.0,36.0,Man
12617,40.0,36.0,Man
12618,40.0,27.0,Man
12619,38.0,33.0,Man
12620,,20.0,Man
12621,40.0,33.0,Woman
12622,40.0,27.0,Man
12623,40.0,30.0,Man
12624,45.0,38.0,Man
12625,40.0,26.0,Man
12626,40.0,28.0,
12627,8.0,19.0,Man
12628,50.0,32.0,Man
12629,,20.0,Man
12630,65.0,43.0,Man
12631,,21.0,Man
12632,,18.0,Man
12633,44.0,24.0,Man
12634,375.0,26.0,Man
12635,,18.0,Man
12636,40.0,26.0,Man
12637,,,
12638,50.0,45.0,Man
12639,40.0,42.0,Man
12640,42.0,24.0,Man
12641,25.0,31.0,Man
12642,40.0,23.0,Man
12643,45.0,25.0,Woman
12644,37.5,27.0,Man
12645,,53.0,Man
12646,40.0,22.0,Man
12647,40.0,25.0,Man
12648,40.0,39.0,Man
12649,40.0,31.0,Man
12650,20.0,22.0,Man
12651,,24.0,
12652,40.0,29.0,Man
12653,40.0,35.0,Man
12654,45.0,38.0,Man
12655,,31.0,Man
12656,,18.0,Man
12657,35.0,36.0,"Non-binary, genderqueer, or gender non-conforming"
12658,,44.0,Man
12659,40.0,38.0,Man
12660,40.0,33.0,Man
12661,,15.0,Man
12662,45.0,28.0,Man
12663,,15.0,Man
12664,40.0,47.0,Man
12665,,,
12666,,,
12667,,49.0,Man
12668,,,Man
12669,,16.0,Man
12670,37.0,,Man
12671,30.0,25.0,Man
12672,41.0,30.0,
12673,40.0,31.0,Man
12674,40.0,27.0,Man
12675,42.5,30.0,Man
12676,45.0,40.0,Man
12677,,27.0,Man
12678,38.0,27.0,Man
12679,40.0,22.0,Man
12680,40.0,48.0,Man
12681,36.0,42.0,Man
12682,45.0,26.0,Man
12683,40.0,24.0,Man
12684,9.0,,Man
12685,40.0,56.0,Man
12686,,21.0,Man
12687,35.0,30.0,Man
12688,42.0,26.0,Man
12689,40.0,50.0,Man
12690,40.0,31.0,Man
12691,,,
12692,,42.0,Man
12693,37.0,23.0,Woman
12694,49.0,30.0,Man
12695,44.0,27.0,Man
12696,47.0,37.0,Man
12697,,19.0,Man
12698,,19.0,Man
12699,,20.0,Man
12700,40.0,31.0,Man
12701,,38.0,Man
12702,,16.0,"Man;Non-binary, genderqueer, or gender non-conforming"
12703,40.0,21.0,Man
12704,35.0,24.0,Man
12706,40.0,26.0,Man
12707,40.0,37.0,Man
12708,,,Man
12709,38.0,24.0,Man
12710,37.0,26.0,Man
12711,40.0,29.0,Man
12712,65.0,30.0,Man
12713,40.0,38.0,Man
12714,,78.0,Man
12715,40.0,29.0,Woman
12716,40.0,29.0,Man
12717,,21.0,Man
12718,40.0,,Man
12719,40.0,35.0,Man
12720,40.0,26.0,Man
12721,,28.0,Man
12722,40.0,22.0,Man
12723,45.0,31.0,
12724,40.0,28.0,Man
12725,40.0,39.0,Man
12726,40.0,32.0,Man
12727,42.0,46.0,Man
12728,40.0,30.0,Man
12729,40.0,25.0,Man
12730,50.0,62.0,Woman
12731,,22.0,Man
12732,40.0,33.0,Man
12733,,25.0,Man
12734,40.0,24.0,Man
12735,35.0,,Man
12736,45.0,24.0,Woman
12737,50.0,28.0,Man
12738,37.0,23.0,Man
12739,,44.0,Man
12740,40.0,43.0,Man
12741,40.0,39.0,Man
12742,,,
12743,40.0,28.0,Man
12744,72.0,25.0,
12745,40.0,31.0,Man
12746,37.0,38.0,Man
12747,40.0,26.0,Man
12748,,23.0,Man
12749,60.0,38.0,Man
12750,32.0,37.0,Man
12751,40.0,33.0,Man
12752,40.0,24.0,Man
12753,,,
12754,8.0,40.0,Woman
12755,,,
12756,,12.0,Man
12757,30.0,25.0,Man
12758,40.0,36.0,Woman
12759,45.0,35.0,Man
12760,37.0,37.0,Man
12761,50.0,29.0,Man
12762,76.0,29.0,Man
12763,50.0,27.0,Man
12764,38.0,22.0,Man
12765,42.0,26.0,Man
12766,,33.0,Man
12767,31.0,26.0,Man
12768,50.0,55.0,Man
12769,40.0,,Man
12770,,32.0,Man
12771,,,
12772,35.0,41.0,Man
12773,,,Man
12774,20.0,16.0,Man
12775,,28.0,Man
12776,35.0,30.0,Man
12777,50.0,32.0,
12778,,21.0,Man
12780,40.0,42.0,Man
12781,40.0,21.0,Man
12782,35.0,22.0,Man
12783,40.0,44.0,Man
12784,40.0,38.0,Man
12785,37.0,29.0,Woman
12786,45.0,35.0,Man
12787,37.0,30.0,
12788,50.0,35.0,Man
12789,8.0,22.0,Man
12790,37.5,24.0,Man
12791,,24.0,Man
12792,40.0,25.0,"Non-binary, genderqueer, or gender non-conforming"
12793,50.0,26.0,Man
12794,,15.0,Man
12795,40.0,34.0,Man
12796,20.0,45.0,Man
12797,45.0,29.0,Man
12798,40.0,24.0,Man
12799,40.0,33.0,Woman
12800,40.0,39.0,Man
12801,40.0,23.0,Man
12802,35.0,29.0,Man
12803,,36.0,Man
12804,,25.0,Woman
12805,,14.0,Man
12806,,34.0,Man
12807,35.0,28.0,Man
12808,,21.0,Man
12809,43.0,29.0,Man
12810,,,Man
12811,35.0,35.0,Man
12812,,29.0,Man
12813,,26.0,Man
12814,38.0,46.0,Woman
12815,40.0,28.0,Man
12816,70.0,,Man
12817,84.0,37.0,Man
12818,40.0,32.0,Man
12819,40.0,,Man
12820,42.0,35.0,Man
12821,,19.0,Man
12822,37.5,31.0,Man
12823,375.0,30.0,Man
12824,,24.0,Man
12825,45.0,,Man
12826,,17.0,Man
12827,41.0,40.0,Man
12828,40.0,46.0,Man
12829,42.0,33.0,Man
12830,40.0,23.0,Man
12831,40.0,26.0,Man
12832,40.0,22.0,Man
12833,40.0,30.0,Man
12834,40.0,31.0,Man
12835,45.0,32.0,Man
12836,40.0,26.0,Man
12837,30.0,28.0,Man
12838,,19.0,Man
12839,45.0,27.0,
12840,,34.0,Man
12841,35.0,37.0,Man
12842,,27.0,Man
12843,40.0,31.0,Man
12844,40.0,35.0,Man
12845,40.0,40.0,Man
12846,,33.0,Man
12847,32.0,36.0,Man
12848,40.0,45.0,Man
12849,42.0,43.0,Man
12850,40.0,31.0,Man
12851,50.0,27.0,Man
12852,40.0,,Man
12853,37.0,36.0,Man
12854,,,
12855,40.0,36.0,Man
12856,,25.0,Man
12857,40.0,41.0,Man
12858,35.0,35.0,"Non-binary, genderqueer, or gender non-conforming"
12859,40.0,26.0,Man
12860,8.0,27.0,Man
12861,38.0,25.0,Man
12862,40.0,28.0,Woman
12863,37.5,40.0,Man
12864,30.0,30.0,Man
12865,40.0,28.0,Man
12866,40.0,28.0,Man
12867,,,
12868,40.0,34.0,Man
12869,55.0,39.0,Woman
12870,30.0,30.0,Man
12871,40.0,31.0,Man
12872,40.0,26.0,Woman
12873,40.0,25.0,Man
12874,,40.0,Man
12875,40.0,43.0,Man
12876,,16.0,Man
12877,40.0,24.0,Man
12878,42.0,,Man
12879,40.0,33.0,Man
12880,,36.0,Man
12881,25.0,,Man
12882,45.0,30.0,Man
12883,,35.0,Man
12884,33.0,60.0,Man
12885,160.0,36.0,Man
12886,50.0,30.0,Man
12887,40.0,40.0,Man
12888,,24.0,Man
12889,,17.0,Man
12890,,30.0,Man
12891,11.0,19.0,Man
12892,,15.0,Man
12893,40.0,26.0,Man
12894,50.0,38.0,Man
12895,,,Man
12896,40.0,31.0,Man
12897,50.0,25.0,Man
12898,45.0,29.0,Man
12899,,21.0,Man
12900,60.0,33.0,Man
12901,40.0,44.0,Man
12902,40.0,22.0,Man
12903,40.0,24.0,Man
12904,40.0,33.0,Man
12905,50.0,24.0,Woman
12906,45.0,36.0,Man
12907,,18.0,Man
12908,35.0,48.0,Man
12909,20.0,21.0,Man
12910,39.0,31.0,Man
12911,,,Man
12912,40.0,27.0,Man
12913,40.0,28.0,Woman
12914,38.0,24.0,Man
12915,37.5,27.0,Man
12916,,30.0,Man
12917,40.0,37.0,Man
12918,,20.0,Man
12919,40.0,32.0,Man
12920,45.0,28.0,Man
12921,45.0,35.0,Man
12922,,52.0,Man
12923,35.0,37.0,Man
12924,,22.0,Man
12925,40.0,34.0,Woman
12926,37.5,37.0,Man
12927,,18.0,Man
12928,35.0,29.0,Man
12929,40.0,30.0,Woman
12930,60.0,27.0,"Man;Non-binary, genderqueer, or gender non-conforming"
12931,40.0,36.0,Man
12932,40.0,25.0,Man
12933,35.0,25.0,Man
12934,50.0,34.0,Man
12935,40.0,36.0,Man
12936,50.0,47.0,Man
12937,35.0,30.0,Man
12938,45.0,26.0,Man
12939,,,Man
12940,40.0,19.0,Woman
12941,39.0,24.0,"Non-binary, genderqueer, or gender non-conforming"
12942,37.5,23.0,Man
12943,40.0,34.0,Man
12944,,23.0,Man
12945,,31.0,Man
12946,,18.0,Man
12947,41.0,31.0,Woman
12948,40.0,36.0,Man
12949,40.0,36.0,Man
12950,,21.0,Man
12951,40.0,28.0,Man
12952,50.0,43.0,Man
12953,40.0,49.0,Man
12954,40.0,35.0,Man
12955,40.0,37.0,Man
12956,45.0,51.0,Man
12957,,31.0,Woman
12958,,,
12959,40.0,34.0,Woman
12960,40.0,29.0,Man
12961,,21.0,Man
12962,38.0,33.0,Man
12963,,,Woman
12964,,,Man
12965,60.0,23.0,Man
12966,40.0,,Man
12967,40.0,31.0,Man
12968,,,
12969,,23.0,Man
12970,40.0,,
12971,45.0,44.0,Man
12972,,,
12973,40.0,39.0,Man
12974,40.0,28.0,Man
12975,,22.0,Man
12976,40.0,23.0,Man
12977,40.0,27.0,Man
12978,,,Man
12979,40.0,24.0,Man
12980,44.0,44.0,Man
12981,45.0,24.0,Man
12982,,29.0,Man
12983,,,
12984,43.0,39.0,Man
12985,35.0,24.0,Man
12986,,18.0,
12987,40.0,24.0,Man
12988,,25.0,Man
12989,100.0,40.0,Man
12990,,14.0,Man
12991,40.0,,Man
12992,,28.0,Woman
12993,40.0,52.0,Man
12994,40.0,26.0,Man
12995,37.0,59.0,Man
12996,40.0,22.0,Man
12997,36.0,33.0,Man
12998,,21.0,Man
12999,,29.0,Man
13000,,16.0,Man
13001,37.5,28.0,Woman
13002,45.0,29.0,Man
13003,40.0,31.0,Man
13004,36.0,47.0,Man
13005,,72.0,Man
13006,40.0,20.0,Man
13007,,20.0,Man
13008,40.0,28.0,Man
13009,8.0,20.0,Man
13010,,28.0,Man
13011,15.0,26.0,Man
13012,,25.0,Man
13013,,,Man
13014,42.0,43.0,Man
13015,,28.0,Man
13016,,33.0,Man
13017,40.0,28.0,Man
13018,40.0,30.0,Man
13019,40.0,30.0,Woman
13020,40.0,25.0,Woman
13021,40.0,29.0,Man
13022,35.0,,Man
13023,44.0,23.0,Man
13024,40.0,41.0,Man
13025,,22.0,Man
13026,40.0,31.0,Man
13027,,35.0,Man
13028,40.0,29.0,Man
13029,40.0,38.0,Woman
13030,45.0,29.0,Man
13031,36.0,,
13032,47.0,23.0,Woman
13033,,18.0,Man
13034,35.0,28.0,Man
13035,,14.0,Man
13036,40.0,37.0,Man
13037,8.0,26.0,Man
13038,40.0,38.0,Woman
13039,40.0,26.0,Woman
13040,40.0,24.0,Man
13041,20.0,43.0,Man
13042,40.0,35.0,Woman
13043,42.0,,Man
13044,40.0,33.0,Man
13045,,,Man
13046,6.0,38.0,Man
13047,,23.0,Man
13048,,,
13049,37.0,26.0,Man
13050,7.0,23.0,Man
13051,40.0,26.0,Man
13052,40.0,27.0,Man
13053,,25.0,Man
13054,,24.0,Man
13055,40.0,30.0,Man
13056,38.0,21.0,Man
13057,45.0,,Man
13058,35.0,,Man
13059,50.0,28.0,Man
13060,45.0,28.0,Man
13061,,31.0,Man
13062,32.0,23.0,Man
13063,40.0,27.0,Man
13064,40.0,32.0,Man
13065,8.0,21.0,Man
13066,45.0,28.0,Man
13067,36.0,34.0,Man
13068,40.0,52.0,Man
13069,,,
13070,40.0,31.0,
13071,35.0,33.0,Man
13072,45.0,28.0,Man
13073,7.0,32.0,Man
13074,,16.0,Man
13075,40.0,26.0,Man
13076,40.0,31.0,Man
13077,,31.0,Man
13078,40.0,29.0,Man
13079,48.0,25.0,Man
13080,,40.0,Man
13081,,42.0,Man
13082,32.0,22.0,Man
13083,38.0,,Man
13084,50.0,29.0,Man
13085,40.0,25.0,Man
13086,50.0,26.0,Man
13087,40.0,29.0,Man
13088,40.0,28.0,Man
13089,40.0,23.0,Man
13090,35.0,24.0,Woman
13091,35.0,25.0,Man
13092,,28.0,Man
13093,40.0,28.0,Man
13094,45.0,49.0,Woman
13095,35.0,24.0,Man
13096,37.0,21.0,Man
13097,,23.0,Man
13098,47.0,34.0,Man
13099,42.0,,Man
13100,,18.0,Man
13101,40.0,28.0,Man
13102,40.0,39.0,Man
13103,,43.0,Man
13104,40.0,23.0,
13105,40.0,25.0,Man
13106,,35.0,Man
13107,45.0,39.0,Man
13108,50.0,41.0,Man
13109,42.0,21.0,Man
13110,40.0,28.0,Man
13111,40.0,38.0,Man
13112,40.0,39.0,Man
13113,40.0,26.0,Man
13114,,39.0,Man
13115,40.0,25.0,Man
13116,40.0,34.0,Man
13117,40.0,31.0,Man
13118,,,Man
13119,42.5,22.0,Man
13120,35.0,48.0,Man
13121,40.0,25.0,Man
13122,40.0,34.0,Man
13123,40.0,29.0,Man
13124,,19.0,Man
13125,40.0,54.0,"Non-binary, genderqueer, or gender non-conforming"
13126,,12.0,Man
13127,,16.0,Man
13128,45.0,35.0,Man
13129,48.0,23.0,Man
13130,65.0,25.0,Man
13131,40.0,,Man
13132,45.0,28.0,Man
13133,40.0,42.0,Man
13134,,23.0,Man
13135,,17.0,Man
13136,40.0,27.0,Man
13137,38.0,35.0,Man
13138,40.0,29.0,Man
13139,,17.0,Woman
13140,28.0,25.0,Man
13141,40.0,24.0,Woman
13142,45.0,33.0,Man
13143,17.0,21.0,Man
13144,40.0,27.0,"Non-binary, genderqueer, or gender non-conforming"
13145,30.0,25.0,Man
13146,45.0,24.0,Woman
13147,37.0,25.0,Man
13148,42.0,22.0,Woman
13149,,,
13150,39.0,22.0,Man
13151,,,Woman
13152,,26.0,Man
13153,40.0,33.0,Man
13154,,18.0,Man
13155,37.5,21.0,Woman
13156,,20.0,Man
13157,40.0,38.0,Man
13158,60.0,,Man
13159,40.0,30.0,Man
13160,45.0,21.0,Man
13161,65.0,37.0,Man
13162,40.0,34.0,Man
13163,40.0,25.0,Man
13164,40.0,29.0,Man
13165,40.0,36.0,Man
13166,40.0,30.0,Man
13167,40.0,35.0,Man
13168,36.0,33.0,
13169,40.0,32.0,Man
13170,45.0,45.0,Woman
13171,,25.0,Man
13172,52.0,,Man
13173,45.0,28.0,Man
13174,110.0,64.0,Man
13175,,,
13176,37.0,23.0,Man
13177,40.0,,Man
13178,40.0,25.0,Man
13179,,,Man
13180,,34.0,Man
13181,8.0,37.0,Man
13182,16.0,30.0,Man
13183,41.0,34.0,Man
13184,40.0,31.0,Man
13185,45.0,28.0,Man
13186,50.0,24.0,"Non-binary, genderqueer, or gender non-conforming"
13187,40.0,37.0,Man
13188,39.0,22.0,Man
13189,40.0,29.0,Man
13190,40.0,23.0,Man
13191,,24.0,Man
13193,40.0,33.0,Man
13194,8.0,28.0,Man
13195,40.0,21.0,Man
13196,45.0,,Man
13197,40.0,27.0,Man
13198,40.0,42.0,Woman
13199,40.0,27.0,Man
13200,,30.0,Woman
13201,,16.0,Man
13202,,41.0,Woman
13203,40.0,44.0,Man
13204,,24.0,Man
13205,90.0,28.0,Man
13206,40.0,28.0,Man
13207,40.0,29.0,Man
13208,,21.0,Man
13209,20.0,21.0,Man
13210,40.0,29.0,Man
13211,60.0,30.0,Man
13212,40.0,37.0,Man
13213,37.5,29.0,Man
13214,42.5,25.0,Man
13215,40.0,37.0,Man
13216,20.0,22.0,Man
13217,,21.0,Woman
13218,40.0,26.0,Man
13219,,,Man
13220,45.0,36.0,Man
13221,40.0,42.0,Man
13222,40.0,38.0,Man
13223,40.0,28.0,Man
13224,36.0,34.0,Woman
